c1,c2,text,For Class
8.64E+17,3/30/2018,C-71,
8.66E+17,3/30/2018,"I am a Republican, 2A supporter, but I agree that we MUST do something to keep our kids from dying. Gun violence is a preventable cause of death. 30 round mags are not necessary for defense, and should be illegal.",
8.70E+17,3/30/2018,"Late night television is so lame now. 5 different late night shows with the same tired Trump jokes, poorly written political monologues and fake outrage from celebrities who hire armed guards while shedding alligator tears for .",
8.70E+17,3/30/2018,The people saying bullying causes shootings are the same people bullying  shooting survivors. Hm.,
8.72E+17,3/30/2018,It's all fun & games until your burying your own precious child...,
8.75E+17,3/30/2018,"We no longer have to pretend like  is an innocent kid who survived  & wants . David Hogg proved Who he is after what he did to . He is a hateful, vindictive, spoiled, self entitled, Nazi like, egotistical, wannabe actor.",
875977296,3/30/2018,Too much at stake to play paddycake with these anti-gunners on  . Their intention is clear..BAN GUNS. We must have record turnout at the midterms to quash their radical agenda.,
8.76E+17,3/30/2018,"So appreciative of our undaunted youth standing tall against the  Faux News anchor  who is set to be fired, and victims of inner city gun violence.",
8.78E+17,3/30/2018,Amen lock them up!,
8.80E+17,3/30/2018,"My (Non  )  Finally got to clean it. If you are  by this, tough  This is called responsible gun owning.        700",
8.81E+17,3/30/2018,Sarah McKinley might not think this law is a great idea... Guess the Bill if Rights doesn't apply in its entirety to single mothers?,
8.84E+17,3/30/2018,"When the Left chants, Protect Our Children! my internal Hypocrisy-Meter go so far off the charts, I think I poop myself a little bit.",
8.85E+17,3/30/2018,"The focus is still on the gun and less on the individual. Just ask the  crowd this: If the gun really kills people, why can't we send them to war and keep our men and women home?",
8.86E+17,3/30/2018,"I love these kids at Stoneman Douglas! They are brave and relentless, they make me hopeful for the future!",
886807980,3/30/2018,"Aside from the crushing sadness and the lesson of this photo, the irony is that the same people who are demanding   or  are the very same people who are accusing  and  of being  and .",
887639725,3/30/2018,Time for a CIVIL DEBATE on . From ASSAULT RIFLES 2 Gun Free Zones 2 Magazines 2 the . If we want to get anywhere we must LISTEN to each other. Or simply ask a question. I am always learning too.,
8.88E+17,3/30/2018,Good time to remember that President Reagan supported an assault weapon ban.,
8.90E+17,3/30/2018,Need more  -- that'll fix it!,
89297434,3/30/2018,Why are so many people NOT seeing that there are so many of us that don't want to take away people's guns???? IT'S CALLED  NOT,
8.94E+17,3/30/2018,LINK TO THE EVENT,
89474072,3/30/2018,"Reupping this from 7/7/17 before LV, Summerlin, & Parkland shootings on the ties between    & Russia, featuring  &  (NRA-loving Russian).",
8.97E+17,3/30/2018,He does not deserve the acknowledgement. How about sending money to the 17+ parents who lost their children.,
9.01E+17,3/30/2018,John Paul Stevens: Repeal the Second Amendment,
90895234,3/30/2018,"Dear Parkland Activist: You Admit to Bullying the Shooter, But Have the Gall to Blame Guns and the NRA?",
9.12E+17,3/30/2018,"So do these  ppl   and ppl who think ""AR"" stands for Assualt Rifle think pistols are not semi automatic?  LMFAO",
915304532,3/30/2018,"  Advertisers got played by Saul Alinsky tactics that David used. I'm not buying        etc.   Will not be given up."", ""  I agree with Laura. How is this punk kid  wielding so much power? I'll drop those who drop     "")",
9.16E+17,3/30/2018,"Cryptolux is paying for more visit. FaceBook :        "", ""Crystal-glory is paying Hyip for more visit. FaceBook :        "", ""Btcb is paying Hyip visit for more. FaceBook :         "", 
""irs-bank is paying Hyip for more visit. FaceBook :         "")",
9.21E+17,3/30/2018,The evil people in this country are so excited about this  to be the people with the guns when the population doesn't have any.,
9.21E+17,3/30/2018,"""It is not the obligation of children to befriend classmates who have demonstrated aggressive, unpredictable or violent tendencies.""   to speak up.  I Tried to Befriend Nikolas Cruz. He Still Killed My Friends.",
9.23E+17,3/30/2018,"If you want to stop  start shelling out birth control. If you don't want  give treatment to the mentally ill, and more hands-on training, classes and licensing to potential gun owners. Because you can't have it all and expect better results.",
9.23E+17,3/30/2018,Breaking:  rejects ' rejection of her apology,
9.24E+17,3/30/2018,"Maybe one day he'll post them on his ""wall""....i mean fence!!!!!!!",
924391309,3/30/2018,"Gun insurance is needed too. Like auto insurance, it would help cover catastrophes caused by your gun!",
9.25E+17,3/30/2018,I always wondered what liberals would do during a home invasion. Now we know...,
92601375,3/30/2018,30 MIN TO LIVE SHOW!   JOIN THE DISCUSSION!       Hires Crook  plus MORE!,
9.30E+17,3/30/2018,Guns are safe. Parkland was Designed for this specific reason. I only know if 1 Hogg & that's Boss Hogg!,
9.37E+17,3/30/2018,Thank you for all you do!!  is just part of the solution. We need real    we can save lives!!  Politicians have failed us!!  Please sign and share this petition,
9.38E+17,3/30/2018,like...i just...this kid is the reason why i think stricter gun laws might be a really good plan..yikes,
9.40E+17,3/30/2018,hahahaha,
941771755,3/30/2018,"The demand for registration in the  debate is insane. The government keeping a list of people exercising their rights? Imagine having to go on a government list based on your religion, and then imagine the outcry for 1A being violated.",
944906917,3/30/2018,In the mood to get infuriated by the police state? Check this out.,
9.47E+17,3/30/2018,"just keep letting more kids die.... great idea.. We are only into March, lets see how many more mass school shootings there will be because you decide to do shit all to protect innocent kids who have to fear for their lives while getting an education. Good job...",
9.49E+17,3/30/2018,Shame on everyone disparaging the  students. They are teens who didn't ask to be put in this horrible situation. Instead we should be praising each and every one of them for their activism.,
9.50E+17,3/30/2018,"Do you know how to use the Safe On Scene  to stay safe in an active shooter situation? Visit us to learn more!     _kasky       "", ""There is a quote &  going around attributed to   that he never said             ""
)",
9.52E+17,3/30/2018,Why do you carry? - - -,
9.52E+17,3/30/2018,Fighting to Strip away your Rights   Pro    Mr Cry Baby Hogg has a large twitter following of unarmed snowflakes who attack anyone who says mean words. He claims   &  murder kids.,
95478373,3/30/2018,supports  by executive order that is unacceptable! Austin Petersen has my vote!,
9.55E+17,3/30/2018,"Sound advice. This  debate is going nowhere, anyway, and we all know it."", ""     "")",
9.57E+17,3/30/2018,"Good advice for anyone on any day, no matter the subject. But for us right now it especially brings to mind the national discussion over .",
9.60E+17,3/30/2018,"We have a MAJOR election coming up Tuesday, with  up against the NRA's pick for Wisconsin Supreme Court. Let's do our part to help  win at the ballot box. Sign up to make calls/text here:",
96019689,3/30/2018,"""If  becomes the gateway issue that entices distrustful  into the voting booth, America is in for a makeover."" Read more via our Senior Fellow",
9.61E+17,3/30/2018,Hard to shoot up a school if it's already been bombed and ISIS gives them the guns/training to kill anyone who doesn't think like them. I present to you the most asinine post in the history of social media.,
9.62E+17,3/30/2018,"If we're going to be emotional about dead children, let's not forget the countless children throughout history who died fighting FOR Freedom!        via "", "" said... After America, the world was  the same... A lot More than 17 children died along the way...       "", ""  said... After America, the world was  the same...       "", 
""   She caved in. She shouldn't want sponsors who dictate what she says or who don't ageee with her politics. This kind of surrender is exactly what this punk is counting on. Bad job Laura... which fans are you trying to hang on to?     "")",
9.62E+17,3/30/2018,"Leaked \""off the record\"" audio of a  teacher instructing the kids before their \""completely student led\"" . &gt;&gt;Southwest Airlines provided planes, t-shirts, food. Marriott provided hotels.   ""
)",
96188100,3/30/2018,The people talking about second amendment completely ignore the third word.,
9.64E+17,3/30/2018,Whenever you consider  to support  in the sake of  read up on some of these.  will be worse with more gun laws. Most of these  are in cities and states with extreme .,
9.65E+17,3/30/2018,"Americans, I'm watching the  protests from Italy, Take a European's advice: Last century our governments disarmed us. Now, in Germany & the UK they arrest you for Twitter & FB posts. Lesson? If the gov't takes your 2nd Amendment, one day it'll take your 1st,",
9.65E+17,3/30/2018,March For Our Lives / Manhattan / Sony A7 RII / Jupiter 3+ +,
965445108,3/30/2018,A violation of the Constitution on multiple levels. The  and their supporters are pro . When did the  become anti-?  Policy enforcers enforced the policy. Guess we know now.,
9.66E+17,3/30/2018,"Men. There should be no need for a  movement. No need for a  uprising. No need for  debates. What are we doing?!?  is not sex, violence, racism, status and power. 2018 years ago we saw the perfect example of a life of masculinity.",
9.66E+17,3/30/2018,Is this the pot Calling the kettle scenario? Or am I imagining it   ?,
9.67E+17,3/30/2018,"Progressive nilhism is the cause of school shootings, not guns.",
9.67E+17,3/30/2018,_kasky  GOOD NEWS: Teens inspiring work for  BAD NEWS: Same ppl who refuse to give up guns also refuse to give up complaining about teens,
9.67E+17,3/30/2018,Because of  and  I am now a lifetime Member to the,
967450477,3/30/2018,"Im a gray area type of person.  doesnt mean im indecisive, i just got a point of view that gets both sides... so im terrible with large debates like   or",
9.68E+17,3/30/2018,Poll time!  - - - What is an Assault Rifle? - - -,
968152074,3/30/2018,Support the  and  do NOT allow your children to participate in  homework assignments or marches   &gt;&gt;&gt;&gt; IS THE PROBLEM!!,
968163440,3/30/2018,I stand with . His response to  is so spot on. Let's see if her apology is real and not an act of desperation to get back advertisers and THEN maybe she can ask for you to show up on her show again.,
9.70E+17,3/30/2018,You can't build a Reputation on what you're going to do! -           weneedchange,
9.71E+17,3/30/2018,I would love to talk about the  issue with someone.  and I am ready to have the conversation about supporting the ! Anyone want to talk? All opinions will be listened to and respected!  is not the answer!,
9.71E+17,3/30/2018,Never trust a Hogg!,
973415772,3/30/2018,"Where the hell have all these   been with all these other massacres?! Seriously?! Been waiting?.. You're  \""Will Not\"" Effect One  You're dividing   that will be you're Only  "", "" Helps  &  you'll miss that law abiding citizen that may have had they're  one day! LEO response time 7-15mins. after being notified!! Crime Rate Increased After Massachusetts Enacted Gun Control - The Political Insider""
)",
9.74E+17,3/30/2018,"A review of Consecrator Dopplebock, then a discussion of the Austin bombings, the Maryland school shooting,  etc.",
9.74E+17,3/30/2018,Not sure how  relates to NRA. That whole case was about a cop who shouldn't have been a cop. Not about race and not about guns. Cop SHOULD HAVE BEEN PUNISHED. Jury got hoodwinked.,
9.76E+17,3/30/2018,"Why are we letting scrawny seventeen year olds dictate government policy?               "", ""If you can VOTE, you can buy a GUN!             "")",
9.76E+17,3/30/2018,"The purpose of an AR15 isn't to hunt or necessarily for home defense, it's to protect us from the likes of you.     "", ""I bet you a 100$ your guards are carrying semi automatic weapons. Prove me wrong I'll give the 100$ to the charity of your choice.      "")",
9.76E+17,3/30/2018,"Everybody talkin bout  but in 1985 you could buy plutonium in every corner drug store, and everything was fine.",
9.77E+17,3/30/2018,Deer's Must have Evolved Right under our nose's,
9.78E+17,3/30/2018,Part of  is making it harder for people to get their hands on other people's guns. Mandatory locking of guns would help.,
9.79E+17,3/30/2018,The Policy Panel turns red...,
9.79E+17,3/30/2018,It's fine to disagree with David's ideas for  but personally attacking him over something that has nothing to do with the issue at hand is the epitome of childish.,
9.80E+17,3/30/2018,twitter: you may be interested in hillary clinton me: miss me with that corporate democrat shit bruh,
9.80E+17,3/30/2018,Fack off. I like guns.  Just leave it alone and help the people not the weapon.,
102415827,3/10/2018,Gun Control is the problem!,
1074588680,3/10/2018,Justice Department moves to outlaw  making them  to  or ;,
1083596054,3/10/2018,"I never owned a gun until  and his traitorous administration tried to usurp the Constitution. I now own 5, loaded and positioned to protect what I worked for. I'm CC permitted and practice TRUE  I HIT WHAT I AIM AT!",
110884214,3/10/2018,"I am getting tired of the blame getting shifted to TV,Movies or Video games when they should be working on keeping GUNS out of the hands of people who dont need to have one",
1111809331,3/10/2018,"Hello, my name is Senator. Patrick J. Toomey. I'm currently a Republican Member of the US Senate from Pennsylvania. I want you to know it only cost the NRA $39,363 to make sure I stay silent and watch as our children are murdered.    _Stooge",
1125469969,3/10/2018,So glad that Parkland students' activism has re-engaged survivors of Pulse shooting. The more survivor voices in fight against gun violence the better-and the more diverse voices the better. Also helps make gun control an LGBT issue-which it should be.,
114615535,3/10/2018,"FACT: opiate overdoses killed six times as many people than people with guns in 2016. MVAs killed three times as many. AR platform rifles accounted for less than 1% of all gun deaths (including suicides and accidental deaths). Wake up.   "", ""FACT: the system is not perfect. If you keep trying to pile more laws on top of a cracked foundation, they??ll only end in disaster. We need something solid.   "", ""I??m not even a member of the NRA, but I am astonished by the number of people willing to paint them as a ??terrorist organization??. On what basis? They defend 2A rights? You must be joking.   "", 
""It is easy to boil this debate down to guns. It??s a sort of twisted comfort; it forgives the need to look at ourselves and ask how we??ve all helped society reach this point and what must be done to turn it around.   "", ""FACT: it is beyond horrific that anyone would want to kill children, regardless of the tool used. Set the gun issue aside and consider the desire to kill kids; it is both chilling and disturbing.   "", ""FACT: the deadliest school shooting us US history wasn??t committed with a rifle. Two pistols were used, one of them a .22-caliber.   "", 
""FACT: Many recent mass shooters have cited Columbine as their inspiration. Nobody wants to think that sensationalizing these things is contributing to their perpetuation, but...   "", ""FACT: the system worked at Columbine. They were not able to legally buy guns - so they bought them ILLEGALLY. The man who sold them their guns went to prison for what he did.   "", ""FACT: Columbine happened five years into the Clinton ??assault weapons?? ban and that ban did nothing to stop two killers bent on attacking their school.   ""
)",
11471902,3/10/2018,Vote! At every election. School board members in  can now arm teachers,
114926605,3/10/2018,"          &Fight     "", ""          &Fight        "", 
""          &Fight    "", ""          &Fight    "", ""          &Fight     "", 
""          &Fight      "", ""          &Fight    "")",
117223393,3/10/2018,So Australia is now the model for  and  ...uhm ...the same country founded and colonized by prison convicts in 1788 shipped from Great Britain is now giving lessons to a country founded by free men? And you wonder why  can??t work here?,
117265333,3/10/2018," cont' - Well, that's about I've to say on the subject, aside from the fact that I'd like to remind you, criminals don't buy their weapons in shops like average people do. Average people don't buy their weapons from street market either. Criminals use street market."", "" cont' - As you can see, when you talk about Gun Control, you are merely talking BS. You are literally asking gov to take away your rights and ability to protect yourself. You're also helping gov strip people of their rights. You working against yourself?"", 
"" cont' - By the way, when you have ask gov to get involved in anything? If you expect good things to happen? Then you're a fool or idiot. I'll leave the choice up to you. Nothing gov does is for the benefit of the people. Military argument?(See photo-he's right)"", "" cont' - There's no rationale or rational argument to disarm people. If someone shoots up a school, blame the PERSON, not object used. Find out WHY they did it? Then move forward. But, do not advocate for stripping someone of their rights because of an inanimate object"", 
"" cont' - Again, I don't care why or what reason you have for being against guns. The fact is, public is being played. Media is blaming an inanimate object, to draw support for disarming good people. It cannot be permitted. Hence this post."", "" cont' - Again for those who speak while living outside America's borders. Yes, it is fine for you to have your opinion. But, do try not to make a fool out of yourself. Other than a master in self-defense, a gun is an excellent choice for self protection.."", 
"" cont' - For those who talk about what other countries have done about guns. I'm extremely happy for those countries. However, dig in their laws? And you'll likely uncover tyranny taking place, hidden behind a cloak. I'm an   Advocate & Activist"", "" cont' - Those who attack the wording \""militia\"" in the Constitution. The \""militia\"" is the civilians who reserve the RIGHT TO DO SO, under the Constitution, and DO carry. They are a civilian army. Any and all are obligated to Constitution & its said Protections."", 
"" cont' - Having an armed citizenry, keeps crime down. Those who commit crimes, do so when opportunity arises. They LOOK around their immediate area, as to who might be a threat, to prevent them from committing their crime. Armed people, make them think twice. Be aware."", "" cont' - Having only criminals and gov agents with guns, it leads to only one place- . And, trust me- you do not want to live in a country under Tyranny. It is bad enough there are so many laws on the books, that you do not have to leave our home to be guilty."", 
"" cont' - Disarming an entire citizenry, leave only criminals & gov to have weapons. Thus, leaving people dependent upon other people to protect them, like Police? However, the  are not protection for people.(see photo- they uphold & enforce laws only)"", "" cont' - Those who want to disarm people because they seem to think it will make it better for society? The fact that many don't realize what  is in truth, their ignorance and fear, gets the best of them. Latin translation-  = Control &  = of The Mind."", 
"" cont'- Those who are many claims for \""end gun violence\""? Do realize- you are being played. There is no level of security, with which gov can provide, to make you completely safe. NONE! You can walk out your door & get hit by a cyclist, fall & hit head. Die before help"", "" cont'- For those who want to make school shootings stop? You're asking for a physical impossibility. It is human nature, for a possibility of any singular individual to go haywire, at any given moment in time. No adequate security is enough, unless at individual level"", 
""? Let's talk about it for a second. Photo 1- if your view matches former moreso than latter. You're disgusting. Plain & simple. Photo 2- if you choose any singular item, then you're an idiot. She should have all 3 on her, at all times. Her life depends on it. Get it?"")",
1185998198,3/10/2018,"    are all  for   is  not    is     "", ""    are all  for   is  not "")",
119771879,3/10/2018,commits a felony in the name of,
119995231,3/10/2018,Good job !!!,
120316738,3/10/2018,Got an idea! Let's make Murder illegal then people wouldn't be able to commit Murder cause it's ill......oh wait.,
1206091106,3/10/2018,. SCHOOL $SHOOTING LATEST: Fellow student held in death of 17-year-old Huffman High School senior .,
12244762,3/10/2018,"The only policy where  diverges from the  is on   is a true  because he despises minorities, immigrants, healthcare, women, environmental regulation, and is pro guns and defense spending. He's",
127391601,3/10/2018,Very interesting article re: .,
1279219274,3/10/2018,Then maybe you should do what you said you would.  Another automatic weapon in the hands of someone who was unstable.  This is on you!,
130662357,3/10/2018,"How much more?  guns everywhere and this is what happens no  and this is what happens&gt;&gt;&gt; California, officer dead as standoff with suspect continues",
13352392,3/10/2018,"   He was willing to support minor  now but not 2 years ago after the  massacre. It's a reminder of what homophobic cretins Scott & the Florida legislature are. What if Florida had acted after gay pe"", ""  The fact that he was willing to support minor  this year but not 2 years ago after the  massacre is a reminder what homophobic cretins Scott & the Florida legislature are."")",
1340310878,3/10/2018,The ?? argument that   measures infringe on the 14th amendment's equal protection clause by banning law-abiding citizens between 18-21 from buying guns has got to be one of the most preposterous ones ever.,
1379645311,3/10/2018,4/ the politics of the day.,
1394743334,3/10/2018,US vs World,
140257599,3/10/2018,From  policy debate to  funding. From  to . How  has moved the  into the realm of mainstream public dialog -,
14112406,3/10/2018,"That said, don't rest on laurels. The NRA was pushing for this to be done via executive order so it could be easily undone later. Be wary. Be strategic.",
1412064840,3/10/2018,"Hitler Survivor Condemns Gun Control ""KEEP YOUR GUNS, BUY MORE GUNS"" Katie Worthman",
141994504,3/10/2018,The  are such a bunch of arseholes!!    Florida shooting: NRA sues as Florida enacts gun-control law -,
1450133682,3/10/2018,_kasky Keep tweeting and talking. You and your friends are going to take the worst thing that ever happened to you and make great change in this country. More are proud of you than you know,
145426326,3/10/2018,"I don??t fuck with  till it becomes about all the men women and children suffering from rape, racism, murder and war crimes everywhere. I don??t fuck with  till it becomes about illegalization of guns and international arms distribution",
1455431,3/10/2018,Thank you  for sharing your inspiring story at  - you inspired so many on the topics of   and,
14720577,3/10/2018,Watching  on  talking about  We MUST have more PA electeds pledging to accept  - where are you?,
147634420,3/10/2018,"You didn't ask for this  but    we don't need semi-automatic, easily convertible to automatic, weaponry on the market. Lessen the effort to defend The Beatles - Revolutionvia",
14862668,3/10/2018,"UNREAL. As long as the  issue is WRONGLY FRAMED as Anti-gun vs. Pro-gun rather than Sensible/Responsible vs. Anything Is Permissible, the NRA will cow politicians into disgusting inaction.",
14957318,3/10/2018,Chicago-area students plan to participate in  walkout next week,
15151163,3/10/2018,Correction:  began as a mean to keep the  helpless. Nothing good ever followed the ones who wish you disarmed.,
15379745,3/10/2018,Would the left blame the gun of Trump was assisinated? Answer: Hell to the NO!,
154486524,3/10/2018,Is it time now to talk about  ?,
154977758,3/10/2018,Couldn't have said it better myself,
1561978184,3/10/2018,I was unlawfully blocked by my reps (Travis Hutson & Cyndi Stevenson) because of my opinions on . This needs to stop.  filed suit about a week ago.,
15736424,3/10/2018," This:  is nonsense  is tyranny"", ""You cannot have the Right to Life, Liberty, & Pursuit of happiness, without the Right to defend them with the Right to keep and bear arms.  is nonsense  is tyranny"")",
158023332,3/10/2018,The constitution says ??WELL REGULATED?? !!!!!!,
1592293723,3/10/2018,Bullies become nothing when they are called out to stand alone. So don't resign. Whine. placate. Step away. Be courageous. Make the Bully stand out and responsible for his actions.,
1592448187,3/10/2018,Oh this is just brilliant!,
1606029594,3/10/2018,"With all these people destroying  now I want to destroy something. So I decided I'm going to destroy the leftest wingnut,    agenda. Who's with me?",
16139945,3/10/2018,"Adults make the laws, children are just expected to die for them.",
16155881,3/10/2018,Morning Consult Poll: Consumers Inflict Major PR Damage on corporations who cut ties with the,
16177626,3/10/2018,Yep. This is TRUE diplomacy. Not a shot was fired. .,
16189745,3/10/2018,_     !,
1623227862,3/10/2018,There??s a reason why there??s a age limit of 18... now there??s reasons why 21 should be the age limit.,
16290017,3/10/2018,". director Daniel Flannery joins  discussion on : ??The more guns that are available to people, the more likely they are to be used.??",
163267200,3/10/2018,supporting the game changers! Thank you!!,
166367211,3/10/2018,"Can we stop focusing on the president's lack of morals? We know about it. GOP doesn't care, won't pursue any legal action even if the payoff is clear crime. Focus on",
1668109656,3/10/2018,"A BOOMERS ??extra?? (c) stevenn beck, here??s \""SUPER STAR?? * PLS LIKE +SHARE AND FOLLOW ON FB, INSTAGRAM + TWITTER!             "", ""BOOMERS??about the generation that was gong to \""change the world\"" - and INSTEAD gave us DONALD TRUMP! CHECK OUT BOOMERS and PLS \""SPREAD THE WORD!\""           "", 
""A BOOMERS ??extra?? (c) stevenn beck, here??s \""SOMETHING STUPID?? * PLS LIKE +SHARE AND FOLLOW ON FB, INSTAGRAM + TWITTER!             "", ""A BOOMERS extra (c)stevenn beck, here??s \""MY GENERATION?? * PLS LIKE +SHARE AND FOLLOW ON FB, INSTAGRAM + TWITTER!             "", 
""A BOOMERS extra (c)stevenn beck, here??s \""SOMETHING STUPID?? * PLS LIKE +SHARE AND FOLLOW ON FB, INSTAGRAM + TWITTER!             "", ""BOOMERS??about the generation that was gong to \""change the world\"" - and INSTEAD gave us DONALD TRUMP! CHECK OUT BOOMERS and PLS \""SPREAD THE WORD!\""           ""
)",
16898300,3/10/2018,"When will liberals realize that gun control only keeps guns out of the hands of the law-abiding citizens: "", ""  "", ""Despite Democrats?? opposition, the bill passed 71-42 in the Republican controlled chamber, following the state Senate??s passing of the legislation Tuesday. The bill has been sent to the desk of Republican Gov. Rick Scott. "")",
16901710,3/10/2018,Guns Explained With Cats .,
169263290,3/10/2018,laws are based on  right? From the Virginia Slave Codes to Black Codes to Jim Crow laws to California Republican Gov. Ronald Reagan vs. the Black Panther Party. Don't feed fellow minorities disinformation.,
17007478,3/10/2018,The Justice Department??s regulation would classify bump stocks as a machine gun banned under federal law.,
17295191,3/10/2018,They're coming for our video games!,
174683948,3/10/2018,"Some common sense to come out the senseless shooting in Parkland, FL.",
17547817,3/10/2018,So now we arm all kiosk keepers in the malls. All clerks in the stores.,
176789774,3/10/2018,You guts are our ! Thanks for lending your voice to this vital discussion over,
17717593,3/10/2018,Could a  Be the Next President? On issues from  to   to  California has established itself as a pole of the  resistance to ! via,
18534045,3/10/2018,"A Woman??s Place??Not all women are mothers; but, all mothers are women...",
186263601,3/10/2018,DO SOMETHING!,
18731886,3/10/2018,"People who react to  legislation by shrieking about their ""right"" to own an AR-15 (nope, not covered by the 2nd Amendment, guys) always make me think of this.",
188760974,3/10/2018,":  Calls 's New  Law Unacceptable                 "", "":  Are About Keeping Whyte Men On Top ...Or Something              "", "":  Investigating If  Committed A  By Turning An  Into A  Without An  Stamp          "", 
"":  Investigating If  Committed A  By Turning An  Into A  Without An  Stamp          "", "": The  Files  Over 's New Unacceptable  Law                "", "": The  Calls 's New  Law Unacceptable                ""
)",
188855808,3/10/2018," Tell   McConnell, and  to OPPOSE  and SUPPORT !"", "" Tell   McConnell, and  to OPPOSE  and SUPPORT !"", "" Tell   McConnell, and  to OPPOSE  and SUPPORT !"")",
1918524174,3/10/2018,WATCH &  this adorable & poignant animated video by  that brilliantly explains the  debate using ! -via    ??,
1923381960,3/10/2018,this is why the left has been trying so hard to disarm us! The don't just want . They want total control.,
194105096,3/10/2018,Bill to legalize CBD oil in Indiana suddenly transformed into gun bill insteadvia,
195271137,3/10/2018,"If our rifle wielding dude applied this kind of determination to the legit work world, he??d be rich:",
195499525,3/10/2018,"Can't begin to tell you how glad I am that my 16 y/o son, his counselor and I DON'T have to have this conversation.",
19737700,3/10/2018,Want to see the Weekend w/Joe Pags live? Go here.,
19752822,3/10/2018,by CR-eate _eate,
20005332,3/10/2018,Shame on you  for suing Florida over their  law. You are proving yourself to be a rogue organization,
20198802,3/10/2018,Thomas Massie warning on,
205909943,3/10/2018,"The battle for  gun control laws pits emotion & passion against logic & reason. All too often in such a contest, logic loses. So expect more meaningless, if not harmful,  legislation. Good news if you're a crook - Larry Elder",
20623400,3/10/2018,"The low hanging fruit of   , because they can't actually prevent criminals from committing crimes with guns.",
20790645,3/10/2018,"2013: ""The consent decree secured by _SoCal & the Justice Dept accomplished its purpose by & large. This is no longer your father??s LAPD.""2013-2017: LAPD kills more people than any other police dept in U.S.",
21430087,3/10/2018,The only  should be the repeal of all federal  and all State level .,
21695950,3/10/2018,Animator Brilliantly Explains The Gun Control Debate Using Cats - Love this  ??,
218327748,3/10/2018,"Applaud them! How scary to be concerned all day if you are a target, that??s not a learning environment that??s a war zone!",
2193593424,3/10/2018,The success of  teenagers speaking out in protest of  has lead to  laws passed in . Let their voices galvanize others to speak out!,
2205007646,3/10/2018,The universal joy of children at play. They should always be dodging waves; not bullets. Stricter  laws. ( ),
222528141,3/10/2018,Let me get this straight  You want me to accept the wisdom of an 18 year old on  yet you don't think that 18 year old is wise enough to own a gun?,
2227799814,3/10/2018,US Department of Justice introduces proposal to ban,
224351791,3/10/2018,Rep. Massie Warns Gun Control Measure Is Hidden in New Bill.,
224787540,3/10/2018,"Yes, but like  is to some Republicans, not everyone agrees. It's called a democracy - you know - where the majority wins. (With a few exceptions, like the electoral college.)",
2256692846,3/10/2018,It??s called rolling over.  does it all the time. How??s that wall coming along? Didn??t you see trump sway back and forth on  ? Trumps a kook and has no place in politics.,
22583725,3/10/2018,We need to DROP the term and word  - it strikes fear in every gun owner and this is how the NRA propaganda machine wins . Media needs to stop using that phrase too . It??s  - question their sa,
22676478,3/10/2018," Not with you at the helm cause you screw everything up!      Oceans      "", ""California officer dead, another wounded as standoff continues - CNN. Another GUN tragedy! Now the killing continues bc the  SUCK. Get guns out of schools & off our streets.  RIP & my deepest condolences to the families."")",
23153001,3/10/2018,". sorry, but  &  ARE the  problem, by refusing to properly report people who r federally banned from owning firearms it makes background check system useless!! How many more  gun crimes does  need to have??",
2344911886,3/10/2018,NRA sues Florida to block new gun-control laws - only in the USA,
23529546,3/10/2018,sues State of  over new  law.,
238902108,3/10/2018,"   You sound like a reasonable person trying to have a real conversation on . All of us need to be careful using broad generalizations and putting words in other people??s mouths."", ""    Here you go again. Name calling, insults, etc. You really are trying to have a discussion that might make actual progress on . (Sarcasm) You will now be muted."", ""     Simple answer: yes, I am in favor of expanded federal  in America. You don??t actually know a whole lot about the conflicts I provided examples to, do you? You should pay more attenti"", 
""     And I??ve been challenging extremists and name callers from both sides of the  debate to better understand where we are all coming from. We can then legislate where we find common grou"")",
2419056742,3/10/2018,Lost in the scandal of porn star news... 3 women who dedicated their lives to help others will never go home to their families.,
2486797206,3/10/2018,"Women sexually harass men/women in the workplace just as men, yet no't tried controlling marijuana in the 60's.. it tripled, then tried controlling cocaine/heroin and HELLO, that didn't work, it quadrupled....so how in God's name will they succeed in",
24993788,3/10/2018,Spend 10 weeks training with the AMERICAN LIBRARY ASSOCIATION  for,
25080063,3/10/2018,Amazing. Once seriously questioned whether Scott was human ;-),
25086168,3/10/2018,". signs bill,  files suit.    "", ""??We are not as divisive as the media portrays America to be,\""  says.    "")",
252014946,3/10/2018,Free Concealed carry classes offered to teachers in Arizona.,
252794509,3/10/2018,Broken Hearts and Opened Eyes: The pervasiveness of gun violence in the U.S. via,
2570403269,3/10/2018,thinks ??the focus on the NRA is overblown and misguided.?? Even though  is the only force standing in the way of meaningful . How much $ did he get from them again?,
2573615648,3/10/2018,"it??s funny how the example given below weapon is ??nuclear weapon?? and everyone is still saying that guns aren??t the problem. nuclear weapons were the problem, guns are the problem.",
25793239,3/10/2018,"I??m all for 2nd amendment removal. Please, government, cops, military & hunting manufacturers, lead the way so we all can follow. It starts at the top, or it??s a trap.",
2592062510,3/10/2018,Justice Department proposes banning rapid-fire bump stocksAbout Damn Time,
259417794,3/10/2018,student??s response to  ??s spiteful and distorting video to promote her  show.   _Deitsch,
26383854,3/10/2018,California teacher of the year   talks  in a new PSA. Why he's saying,
263974138,3/10/2018,Rallies don't work anymore. They need to strike. And stay out till their demands are met.,
